figma_path,institution,category,region,country,website,source_url,variant,variant_reason,aspect,background,file_link,status,notes
banks/indo/kb-bank,KB Bank,bank,Indonesia,,https://www.kbbank.co.id,https://www.kbbank.co.id/kb-logo-2.png,wordmark,Official corporate raster lockup; vector not available,"5.58:1 (horizontal, 413x74)",transparent,assets/banks/indo/kb-bank.png,Needs Review,Rebranded from KB Bukopin (2024) - confirm current name/domain. Auto-sourced via app-store. Asset audit 2026-08: replaced automated candidate with official artwork (Official brand asset). Downloaded from the current KB Bank site; not the old KB Bukopin mark.
banks/indo/btpn-syariah,BTPN Syariah,bank,Indonesia,,https://www.btpnsyariah.com,https://cdn.jsdelivr.net/npm/idn-finlogos@2.5.0/dist/icons/btpn-syariah.svg,wordmark,Curated corporate vector/lockup for compact UI,"1.74:1 (horizontal, 80x46)",transparent,assets/banks/indo/btpn-syariah.svg,Needs Review,Retains BTPN Syariah name despite parent rebrand - confirm. Auto-sourced via brand-site. Asset audit 2026-08: replaced automated candidate with idn-finlogos artwork (CC BY-NC 4.0 (collection; underlying trademarks remain with their owners)).
banks/indo/sinarmas,Bank Sinarmas,bank,Indonesia,,https://www.banksinarmas.com,https://cdn.jsdelivr.net/npm/idn-finlogos@2.5.0/dist/icons/sinarmas.svg,wordmark,Curated corporate vector/lockup for compact UI,"4.44:1 (horizontal, 80x18)",transparent,assets/banks/indo/sinarmas.svg,Needs Review,Candidate row; regulator check and asset sourcing outstanding. Asset audit 2026-08: replaced automated candidate with idn-finlogos artwork (CC BY-NC 4.0 (collection; underlying trademarks remain with their owners)).
banks/indo/bjb,Bank BJB,bank,Indonesia,,https://www.bankbjb.co.id,https://cdn.jsdelivr.net/npm/idn-finlogos@2.5.0/dist/icons/bank-bjb.svg,wordmark,Curated corporate vector/lockup for compact UI,"1.82:1 (horizontal, 80x44)",transparent,assets/banks/indo/bjb.svg,Needs Review,Regional (BPD West Java). Auto-sourced via app-store. Asset audit 2026-08: replaced automated candidate with idn-finlogos artwork (CC BY-NC 4.0 (collection; underlying trademarks remain with their owners)).
banks/indo/bank-dki,Bank Jakarta (formerly Bank DKI),bank,Indonesia,,https://www.bankdki.co.id,https://cdn.jsdelivr.net/npm/idn-finlogos@2.5.0/dist/icons/bank-jakarta.svg,wordmark,Curated corporate vector/lockup for compact UI,"3.81:1 (horizontal, 80x21)",transparent,assets/banks/indo/bank-dki.svg,Needs Review,Regional (Jakarta). Auto-sourced via app-store. Asset audit 2026-08: replaced automated candidate with idn-finlogos artwork (CC BY-NC 4.0 (collection; underlying trademarks remain with their owners)). Current public brand is Bank Jakarta; legal entity remains PT Bank DKI.
banks/indo/bank-jatim,Bank Jatim,bank,Indonesia,,https://www.bankjatim.co.id,https://cdn.jsdelivr.net/npm/idn-finlogos@2.5.0/dist/icons/bank-bpd-jatim.svg,wordmark,Curated corporate vector/lockup for compact UI,"4.21:1 (horizontal, 80x19)",transparent,assets/banks/indo/bank-jatim.svg,Needs Review,Regional (East Java). Auto-sourced via brand-press. Asset audit 2026-08: replaced automated candidate with idn-finlogos artwork (CC BY-NC 4.0 (collection; underlying trademarks remain with their owners)).
banks/indo/muamalat,Bank Muamalat,bank,Indonesia,,https://www.bankmuamalat.co.id,https://cdn.jsdelivr.net/npm/idn-finlogos@2.5.0/dist/icons/muamalat.svg,wordmark,Curated corporate vector/lockup for compact UI,"3.20:1 (horizontal, 80x25)",transparent,assets/banks/indo/muamalat.svg,Needs Review,First Indonesian sharia bank. Auto-sourced via app-store. Asset audit 2026-08: replaced automated candidate with idn-finlogos artwork (CC BY-NC 4.0 (collection; underlying trademarks remain with their owners)).
banks/indo/jago,Bank Jago,bank,Indonesia,,https://www.jago.com,https://cdn.jsdelivr.net/npm/idn-finlogos@2.5.0/dist/icons/jago.svg,wordmark,Curated corporate vector/lockup for compact UI,"3.08:1 (horizontal, 80x26)",transparent,assets/banks/indo/jago.svg,Needs Review,Digital bank. Auto-sourced via brand-site. Asset audit 2026-08: replaced automated candidate with idn-finlogos artwork (CC BY-NC 4.0 (collection; underlying trademarks remain with their owners)).
banks/indo/seabank,SeaBank Indonesia,bank,Indonesia,,https://www.seabank.co.id,https://cdn.jsdelivr.net/npm/idn-finlogos@2.5.0/dist/icons/seabank.svg,wordmark,Curated corporate vector/lockup for compact UI,"3.08:1 (horizontal, 80x26)",transparent,assets/banks/indo/seabank.svg,Needs Review,Sea Group. Auto-sourced via brand-site. Asset audit 2026-08: replaced automated candidate with idn-finlogos artwork (CC BY-NC 4.0 (collection; underlying trademarks remain with their owners)).
banks/indo/allo-bank,Allo Bank,bank,Indonesia,,https://www.allobank.com,https://cdn.jsdelivr.net/npm/idn-finlogos@2.5.0/dist/icons/allo.svg,icon,Curated corporate vector/lockup for compact UI,"1.13:1 (horizontal, 68x60)",transparent,assets/banks/indo/allo-bank.svg,Needs Review,CT Corp group. Auto-sourced via app-store. Asset audit 2026-08: replaced automated candidate with idn-finlogos artwork (CC BY-NC 4.0 (collection; underlying trademarks remain with their owners)).
banks/indo/superbank,Superbank,bank,Indonesia,,https://superbank.id,https://cdn.jsdelivr.net/npm/idn-finlogos@2.5.0/dist/icons/superbank.svg,icon,Curated corporate vector/lockup for compact UI,"1.00:1 (square, 72x72)",transparent,assets/banks/indo/superbank.svg,Needs Review,Grab/Singtel/Emtek backed. Auto-sourced via app-store. Asset audit 2026-08: replaced automated candidate with idn-finlogos artwork (CC BY-NC 4.0 (collection; underlying trademarks remain with their owners)).
banks/indo/neo-commerce,Bank Neo Commerce,bank,Indonesia,,https://www.bankneocommerce.co.id,https://cdn.jsdelivr.net/npm/idn-finlogos@2.5.0/dist/icons/bnc.svg,wordmark,Curated corporate vector/lockup for compact UI,"2.11:1 (horizontal, 80x38)",transparent,assets/banks/indo/neo-commerce.svg,Needs Review,Candidate row; regulator check and asset sourcing outstanding. Auto-sourced via brand-site. Asset audit 2026-08: replaced automated candidate with idn-finlogos artwork (CC BY-NC 4.0 (collection; underlying trademarks remain with their owners)).
banks/indo/blu-bca,blu by BCA Digital,bank,Indonesia,,https://blubybcadigital.id,https://cdn.jsdelivr.net/npm/idn-finlogos@2.5.0/dist/icons/blu-bca.svg,wordmark,Curated corporate vector/lockup for compact UI,"2.22:1 (horizontal, 80x36)",transparent,assets/banks/indo/blu-bca.svg,Needs Review,Distinct brand from BCA parent - keep separate row. Auto-sourced via brand-site. Asset audit 2026-08: replaced automated candidate with idn-finlogos artwork (CC BY-NC 4.0 (collection; underlying trademarks remain with their owners)).
banks/indo/hsbc-indonesia,HSBC Indonesia,bank,Indonesia,,https://www.hsbc.co.id,https://cdn.jsdelivr.net/npm/idn-finlogos@2.5.0/dist/icons/hsbc.svg,wordmark,Curated corporate vector/lockup for compact UI,"3.64:1 (horizontal, 80x22)",transparent,assets/banks/indo/hsbc-indonesia.svg,Needs Review,Local arm of global group. Auto-sourced via brand-site. Asset audit 2026-08: replaced automated candidate with idn-finlogos artwork (CC BY-NC 4.0 (collection; underlying trademarks remain with their owners)).
banks/indo/uob-indonesia,UOB Indonesia,bank,Indonesia,,https://www.uob.co.id,https://cdn.jsdelivr.net/npm/idn-finlogos@2.5.0/dist/icons/uob.svg,wordmark,Curated corporate vector/lockup for compact UI,"3.48:1 (horizontal, 80x23)",transparent,assets/banks/indo/uob-indonesia.svg,Needs Review,Acquired Citi Indonesia consumer business (2023). Auto-sourced via app-store. Asset audit 2026-08: replaced automated candidate with idn-finlogos artwork (CC BY-NC 4.0 (collection; underlying trademarks remain with their owners)).
banks/indo/citibank-indonesia,Citibank Indonesia,bank,Indonesia,,https://www.citibank.co.id,https://cdn.jsdelivr.net/npm/idn-finlogos@2.5.0/dist/icons/citibank.svg,wordmark,Curated corporate vector/lockup for compact UI,"1.57:1 (horizontal, 80x51)",transparent,assets/banks/indo/citibank-indonesia.svg,Needs Review,Consumer banking sold to UOB in 2023; institutional only. Confirm whether still in scope for a consumer payment UI before including. Auto-sourced via brand-site. Asset audit 2026-08: replaced automated candidate with idn-finlogos artwork (CC BY-NC 4.0 (collection; underlying trademarks remain with their owners)).
banks/indo/bank-raya,Bank Raya,bank,Indonesia,,https://www.bankraya.co.id,https://cdn.jsdelivr.net/npm/idn-finlogos@2.5.0/dist/icons/bank-raya.svg,wordmark,Curated corporate vector/lockup for compact UI,"2.29:1 (horizontal, 80x35)",transparent,assets/banks/indo/bank-raya.svg,Needs Review,Digital bank; ex-BRI Agroniaga (rebranded 2021). BRI group. Auto-sourced via brand-site. Asset audit 2026-08: replaced automated candidate with idn-finlogos artwork (CC BY-NC 4.0 (collection; underlying trademarks remain with their owners)).
banks/indo/amar-bank,Amar Bank,bank,Indonesia,,https://www.amarbank.co.id,,fallback,Neutral name badge; no brand identity inferred,"3.33:1 (horizontal, 240x72)",transparent,assets/banks/indo/amar-bank.svg,Needs Review,Digital bank (Senyumku / Tunaiku). Auto-sourced via brand-site. Asset audit 2026-08: replaced automated candidate with idn-finlogos artwork (CC BY-NC 4.0 (collection; underlying trademarks remain with their owners)). Asset audit 2026-08: neutral fallback badge only; The available curated file embedded raster content; no clean corporate vector was verified. Use institution text alongside it; do not use this as a brand mark.
banks/indo/krom-bank,Krom Bank Indonesia,bank,Indonesia,,https://www.krombank.com,https://cdn.jsdelivr.net/npm/idn-finlogos@2.5.0/dist/icons/krom.svg,icon,Curated corporate vector/lockup for compact UI,"1.00:1 (square, 64x64)",transparent,assets/banks/indo/krom-bank.svg,Needs Review,Digital bank; ex-Bank Bisnis Internasional. Kredivo group. Auto-sourced via brand-site. Asset audit 2026-08: replaced automated candidate with idn-finlogos artwork (CC BY-NC 4.0 (collection; underlying trademarks remain with their owners)).
banks/indo/bank-saqu,Bank Saqu,bank,Indonesia,,https://www.banksaqu.co.id,https://cdn.jsdelivr.net/npm/idn-finlogos@2.5.0/dist/icons/bank-saqu.svg,wordmark,Curated corporate vector/lockup for compact UI,"2.35:1 (horizontal, 80x34)",transparent,assets/banks/indo/bank-saqu.svg,Needs Review,Digital bank; ex-Bank Jasa Jakarta. Astra + WeLab. Auto-sourced via brand-site. Asset audit 2026-08: replaced automated candidate with idn-finlogos artwork (CC BY-NC 4.0 (collection; underlying trademarks remain with their owners)).
banks/indo/hibank,hibank,bank,Indonesia,,https://www.hibank.co.id,https://cdn.jsdelivr.net/npm/idn-finlogos@2.5.0/dist/icons/hibank.svg,wordmark,Curated corporate vector/lockup for compact UI,"2.05:1 (horizontal, 78x38)",transparent,assets/banks/indo/hibank.svg,Needs Review,Digital bank; ex-Bank Mayora. BNI subsidiary. Lowercase wordmark - preserve casing. Auto-sourced via app-store. Asset audit 2026-08: replaced automated candidate with idn-finlogos artwork (CC BY-NC 4.0 (collection; underlying trademarks remain with their owners)).
banks/indo/aladin-syariah,Bank Aladin Syariah,bank,Indonesia,,https://www.aladinbank.id,https://cdn.jsdelivr.net/npm/idn-finlogos@2.5.0/dist/icons/aladin.svg,wordmark,Curated corporate vector/lockup for compact UI,"2.22:1 (horizontal, 80x36)",transparent,assets/banks/indo/aladin-syariah.svg,Needs Review,Digital sharia bank; ex-Bank Net Indonesia Syariah. Auto-sourced via brand-site. Asset audit 2026-08: replaced automated candidate with idn-finlogos artwork (CC BY-NC 4.0 (collection; underlying trademarks remain with their owners)).
banks/indo/nobu-bank,Bank Nationalnobu (Nobu Bank),bank,Indonesia,,https://www.nobubank.com,https://cdn.jsdelivr.net/npm/idn-finlogos@2.5.0/dist/icons/nobu.svg,wordmark,Curated corporate vector/lockup for compact UI,"2.70:1 (horizontal, 89x33)",transparent,assets/banks/indo/nobu-bank.svg,Needs Review,Lippo group. Auto-sourced via brand-site. Asset audit 2026-08: replaced automated candidate with idn-finlogos artwork (CC BY-NC 4.0 (collection; underlying trademarks remain with their owners)).
banks/indo/mayapada,Bank Mayapada,bank,Indonesia,,https://www.bankmayapada.com,https://cdn.jsdelivr.net/npm/idn-finlogos@2.5.0/dist/icons/bank-mayapada.svg,icon,Curated corporate vector/lockup for compact UI,"1.23:1 (horizontal, 80x65)",transparent,assets/banks/indo/mayapada.svg,Needs Review,Candidate row; regulator check and asset sourcing outstanding. Auto-sourced via brand-press. Asset audit 2026-08: replaced automated candidate with idn-finlogos artwork (CC BY-NC 4.0 (collection; underlying trademarks remain with their owners)).
banks/indo/artha-graha,Bank Artha Graha Internasional,bank,Indonesia,,https://www.arthagraha.com,https://cdn.jsdelivr.net/npm/idn-finlogos@2.5.0/dist/icons/bank-artha-graha-internasional.svg,wordmark,Curated corporate vector/lockup for compact UI,"5.00:1 (horizontal, 80x16)",transparent,assets/banks/indo/artha-graha.svg,Needs Review,Candidate row; regulator check and asset sourcing outstanding. Auto-sourced via brand-site. Asset audit 2026-08: replaced automated candidate with idn-finlogos artwork (CC BY-NC 4.0 (collection; underlying trademarks remain with their owners)).
banks/indo/maspion,Bank Maspion,bank,Indonesia,,https://www.bankmaspion.co.id,https://cdn.jsdelivr.net/npm/idn-finlogos@2.5.0/dist/icons/bank-maspion.svg,icon,Curated corporate vector/lockup for compact UI,"1.05:1 (horizontal, 80x76)",transparent,assets/banks/indo/maspion.svg,Needs Review,Kasikornbank (TH) controlled. Auto-sourced via brand-site. Asset audit 2026-08: replaced automated candidate with idn-finlogos artwork (CC BY-NC 4.0 (collection; underlying trademarks remain with their owners)).
banks/indo/bumi-arta,Bank Bumi Arta,bank,Indonesia,,https://www.bankbba.co.id,https://cdn.jsdelivr.net/npm/idn-finlogos@2.5.0/dist/icons/bank-bumi-artha.svg,wordmark,Curated corporate vector/lockup for compact UI,"7.27:1 (horizontal, 80x11)",transparent,assets/banks/indo/bumi-arta.svg,Needs Review,Candidate row; regulator check and asset sourcing outstanding. Auto-sourced via brand-site. Asset audit 2026-08: replaced automated candidate with idn-finlogos artwork (CC BY-NC 4.0 (collection; underlying trademarks remain with their owners)).
banks/indo/mestika,Bank Mestika Dharma,bank,Indonesia,,https://www.bankmestika.co.id,https://cdn.jsdelivr.net/npm/idn-finlogos@2.5.0/dist/icons/bank-mestika-dharma.svg,wordmark,Curated corporate vector/lockup for compact UI,"3.81:1 (horizontal, 80x21)",transparent,assets/banks/indo/mestika.svg,Needs Review,Candidate row; regulator check and asset sourcing outstanding. Auto-sourced via app-store. Asset audit 2026-08: replaced automated candidate with idn-finlogos artwork (CC BY-NC 4.0 (collection; underlying trademarks remain with their owners)).
banks/indo/ganesha,Bank Ganesha,bank,Indonesia,,https://www.bankganesha.co.id,https://cdn.jsdelivr.net/npm/idn-finlogos@2.5.0/dist/icons/bank-ganesha.svg,wordmark,Curated corporate vector/lockup for compact UI,"10.00:1 (horizontal, 80x8)",transparent,assets/banks/indo/ganesha.svg,Needs Review,Candidate row; regulator check and asset sourcing outstanding. Auto-sourced via brand-site. Asset audit 2026-08: replaced automated candidate with idn-finlogos artwork (CC BY-NC 4.0 (collection; underlying trademarks remain with their owners)).
banks/indo/ina-perdana,Bank Ina Perdana,bank,Indonesia,,https://www.bankina.co.id,https://cdn.jsdelivr.net/npm/idn-finlogos@2.5.0/dist/icons/bank-ina.svg,wordmark,Curated corporate vector/lockup for compact UI,"3.52:1 (horizontal, 81x23)",transparent,assets/banks/indo/ina-perdana.svg,Needs Review,Candidate row; regulator check and asset sourcing outstanding. Auto-sourced via brand-site. Asset audit 2026-08: replaced automated candidate with idn-finlogos artwork (CC BY-NC 4.0 (collection; underlying trademarks remain with their owners)).
banks/indo/victoria,Bank Victoria International,bank,Indonesia,,https://www.victoriabank.co.id,https://cdn.jsdelivr.net/npm/idn-finlogos@2.5.0/dist/icons/bank-victoria.svg,wordmark,Curated corporate vector/lockup for compact UI,"6.67:1 (horizontal, 80x12)",transparent,assets/banks/indo/victoria.svg,Needs Review,Candidate row; regulator check and asset sourcing outstanding. Auto-sourced via brand-site. Asset audit 2026-08: replaced automated candidate with idn-finlogos artwork (CC BY-NC 4.0 (collection; underlying trademarks remain with their owners)).
banks/indo/capital,Bank Capital Indonesia,bank,Indonesia,,https://www.bankcapital.co.id,https://cdn.jsdelivr.net/npm/idn-finlogos@2.5.0/dist/icons/bank-capital.svg,wordmark,Curated corporate vector/lockup for compact UI,"8.89:1 (horizontal, 80x9)",transparent,assets/banks/indo/capital.svg,Needs Review,Candidate row; regulator check and asset sourcing outstanding. Auto-sourced via brand-site. Asset audit 2026-08: replaced automated candidate with idn-finlogos artwork (CC BY-NC 4.0 (collection; underlying trademarks remain with their owners)).
banks/indo/oke-indonesia,Bank Oke Indonesia,bank,Indonesia,,https://www.okbank.co.id,https://cdn.jsdelivr.net/npm/idn-finlogos@2.5.0/dist/icons/ok-bank.svg,wordmark,Curated corporate vector/lockup for compact UI,"2.76:1 (horizontal, 80x29)",transparent,assets/banks/indo/oke-indonesia.svg,Needs Review,Candidate row; regulator check and asset sourcing outstanding. Asset audit 2026-08: replaced automated candidate with idn-finlogos artwork (CC BY-NC 4.0 (collection; underlying trademarks remain with their owners)).
banks/indo/index-selindo,Bank Index Selindo,bank,Indonesia,,https://www.bankindex.co.id,https://cdn.jsdelivr.net/npm/idn-finlogos@2.5.0/dist/icons/bank-index-selindo.svg,wordmark,Curated corporate vector/lockup for compact UI,"5.33:1 (horizontal, 80x15)",transparent,assets/banks/indo/index-selindo.svg,Needs Review,Candidate row; regulator check and asset sourcing outstanding. Asset audit 2026-08: replaced automated candidate with idn-finlogos artwork (CC BY-NC 4.0 (collection; underlying trademarks remain with their owners)).
banks/indo/multiarta-sentosa,Bank Multiarta Sentosa (Bank MAS),bank,Indonesia,,https://www.bankmas.co.id,https://cdn.jsdelivr.net/npm/idn-finlogos@2.5.0/dist/icons/bank-mas.svg,wordmark,Curated corporate vector/lockup for compact UI,"5.71:1 (horizontal, 80x14)",transparent,assets/banks/indo/multiarta-sentosa.svg,Needs Review,Candidate row; regulator check and asset sourcing outstanding. Auto-sourced via app-store. Asset audit 2026-08: replaced automated candidate with idn-finlogos artwork (CC BY-NC 4.0 (collection; underlying trademarks remain with their owners)).
banks/indo/sahabat-sampoerna,Bank Sahabat Sampoerna,bank,Indonesia,,https://www.banksampoerna.com,https://cdn.jsdelivr.net/npm/idn-finlogos@2.5.0/dist/icons/bank-sahabat-sampoerna.svg,icon,Curated corporate vector/lockup for compact UI,"1:1.06 (vertical, 62x66)",transparent,assets/banks/indo/sahabat-sampoerna.svg,Needs Review,Candidate row; regulator check and asset sourcing outstanding. Auto-sourced via brand-site. Asset audit 2026-08: replaced automated candidate with idn-finlogos artwork (CC BY-NC 4.0 (collection; underlying trademarks remain with their owners)).
banks/indo/kesejahteraan-ekonomi,Bank Kesejahteraan Ekonomi,bank,Indonesia,,https://www.bkebank.co.id,,fallback,Neutral name badge; no brand identity inferred,"3.33:1 (horizontal, 240x72)",transparent,assets/banks/indo/kesejahteraan-ekonomi.svg,Needs Review,Candidate row; regulator check and asset sourcing outstanding. Asset audit 2026-08: neutral fallback badge only; No trustworthy current corporate artwork was found; retain a name-only badge until the entity is confirmed. Use institution text alongside it; do not use this as a brand mark.
banks/indo/jtrust,Bank JTrust Indonesia,bank,Indonesia,,https://www.jtrustbank.co.id,https://cdn.jsdelivr.net/npm/idn-finlogos@2.5.0/dist/icons/j-trust-bank.svg,wordmark,Curated corporate vector/lockup for compact UI,"6.15:1 (horizontal, 80x13)",transparent,assets/banks/indo/jtrust.svg,Needs Review,J Trust Group (JP). Auto-sourced via brand-site. Asset audit 2026-08: replaced automated candidate with idn-finlogos artwork (CC BY-NC 4.0 (collection; underlying trademarks remain with their owners)).
banks/indo/mandiri-taspen,Bank Mandiri Taspen (Bank Mantap),bank,Indonesia,,https://www.bankmantap.co.id,https://cdn.jsdelivr.net/npm/idn-finlogos@2.5.0/dist/icons/mandiri-taspen.svg,wordmark,Curated corporate vector/lockup for compact UI,"1.95:1 (horizontal, 80x41)",transparent,assets/banks/indo/mandiri-taspen.svg,Needs Review,Mandiri group. Auto-sourced via app-store. Asset audit 2026-08: replaced automated candidate with idn-finlogos artwork (CC BY-NC 4.0 (collection; underlying trademarks remain with their owners)).
banks/indo/bank-of-india-indonesia,Bank of India Indonesia,bank,Indonesia,,https://www.boiindonesia.co.id,https://cdn.jsdelivr.net/npm/idn-finlogos@2.5.0/dist/icons/bank-of-india-indonesia.svg,wordmark,Curated corporate vector/lockup for compact UI,"1.90:1 (horizontal, 80x42)",transparent,assets/banks/indo/bank-of-india-indonesia.svg,Needs Review,Candidate row; regulator check and asset sourcing outstanding. Asset audit 2026-08: replaced automated candidate with idn-finlogos artwork (CC BY-NC 4.0 (collection; underlying trademarks remain with their owners)).
